LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
19485,56,3,1,0,2,5,6,4,-1,1186,6852,2601,12257,3403,0,10,1026,727,0,649,0,0
10209,41,3,2,1,4,0,-1,-1,-1,4927,0,4555,4166,0,3968,1488,0,2839,2166,0,466,1
21911,31,2,2,-1,-1,0,0,0,-1,7729,1061,13763,10346,11339,607,1992,607,1550,4822,4292,32,1
10000,31,3,2,-1,5,4,6,0,-1,2545,3940,1866,0,8147,10000,681,138,0,0,228,0,0
14075,58,3,1,4,4,6,4,-1,-1,5141,4165,7265,8902,5491,4939,1258,1359,2094,2854,1393,1952,1
32703,35,2,1,5,-1,0,-1,0,0,10807,3180,20198,12343,5521,8078,936,2017,2255,3874,516,1591,1
78420,37,1,2,-1,0,0,-1,-1,0,19361,1759,42569,26582,29330,17030,962,983,0,0,0,7943,0
76484,54,1,2,-1,-1,0,0,0,0,12017,7601,21049,5940,53126,30258,111,590,0,900,8126,15426,0
39527,38,1,1,3,3,3,-1,-1,-1,13768,27154,16007,20621,2549,24728,940,1801,2162,10811,622,10808,1
108188,41,1,2,0,0,0,-1,-1,-1,45747,23061,29871,22660,74342,60146,81,6437,14771,0,9225,32622,0
20069,34,3,1,0,5,0,-1,0,-1,12465,4963,366,8001,13369,3640,2213,850,0,2654,1971,0,1
69182,39,1,2,-1,0,-1,0,0,-1,27976,22170,27083,36914,31654,32857,11889,6437,8666,23165,5750,17739,0
20171,58,2,2,1,0,-1,0,0,-1,6132,14930,0,4319,12730,9115,0,2936,0,717,7552,1484,0
117117,49,2,1,5,0,0,-1,-1,0,36147,33233,25812,93107,19091,73971,3515,11857,7162,27596,545,31908,1
49844,74,2,2,0,-1,0,0,-1,-1,23305,20519,13606,32658,5572,44258,7905,13453,1990,3539,2421,515,0
118128,62,1,3,-1,4,0,3,0,0,72630,43681,71076,4186,28589,58096,0,22821,4952,191,18637,16914,1
18528,21,2,2,-1,0,0,0,0,-1,5043,7738,11949,2543,7512,12033,320,3754,2471,703,1188,2432,0
56361,41,2,2,0,-1,-1,-1,-1,0,21572,6348,48713,17377,17466,12302,3729,2153,30502,3635,2271,3578,0
77487,36,2,2,0,0,0,-1,3,0,27727,35750,19501,32410,7031,6748,0,0,7739,15482,3175,1033,0
13378,52,1,2,0,0,0,0,0,0,6050,10414,6638,12404,6718,6963,2876,3448,615,4110,567,0,0
124801,35,2,1,0,1,-1,-1,0,0,73169,87098,75261,7109,12598,11121,24091,0,16813,4265,2241,500,0
25258,73,1,2,0,-1,-1,0,0,0,14227,21003,1178,4094,0,15438,0,2214,275,787,0,667,0
58030,37,2,1,0,0,6,0,0,0,27839,20004,45037,35344,26891,5402,3411,1330,3017,6534,3036,1099,0
204876,49,2,1,0,0,0,-1,0,-1,35245,11022,84058,73158,49596,95810,15886,0,4504,13362,0,5175,0
147324,27,1,1,6,-1,5,0,0,-1,54093,86376,17531,97941,27201,86412,36151,35916,0,12418,1327,632,1
14884,70,2,2,-1,-1,0,-1,-1,2,7514,5962,3031,2203,4767,2342,1001,2246,162,805,1142,0,0
59518,70,1,1,0,0,6,2,-1,-1,31711,22636,22136,32874,26991,23304,7723,4550,10775,3678,11934,0,0
92048,63,3,1,-1,-1,-1,-1,0,6,36884,73064,12389,20346,22774,35377,4982,37740,5974,3886,10691,8527,0
17852,39,3,1,1,-1,0,-1,-1,1,8515,3563,9700,13768,11202,10484,0,0,6647,4324,0,1004,0
36757,24,2,1,0,1,0,-1,0,-1,22685,12550,8481,15979,18078,8050,11649,0,4238,1871,891,3372,0
50320,59,1,2,1,4,0,0,0,0,5204,28027,25156,33046,6634,7549,636,0,5912,17523,2136,1943,1
108282,44,1,1,-1,-1,0,0,0,0,36312,31720,10463,36970,25961,21193,7469,3129,1689,9466,8735,555,0
10033,74,3,1,0,-1,0,-1,-1,0,3896,9,5259,5410,522,5222,1979,0,0,791,37,2354,0
80893,58,2,2,0,-1,0,0,0,0,13630,13912,14945,41048,41320,16847,32,3164,5491,22728,0,5114,0
41699,50,1,1,0,-1,0,0,0,0,5322,27108,11830,13377,28511,19305,1126,907,1806,6100,19029,11877,0
48578,74,2,2,-1,-1,-1,-1,0,4,11828,11427,19498,12440,24223,9470,3370,5156,0,0,9345,656,0
57329,64,1,2,0,-1,0,0,-1,0,6146,18305,33380,1020,18896,48011,1796,4010,14133,276,2964,17100,0
79206,45,2,2,0,-1,-1,-1,0,-1,4501,41722,21578,42733,34888,3868,634,17236,149,14654,989,2320,0
48202,22,2,1,0,-1,0,-1,0,-1,32954,10452,8861,19568,33387,27146,9369,3090,1967,9749,10945,5807,0
217253,26,1,2,0,0,0,-1,-1,0,69365,46077,79634,65759,64356,77029,2954,5341,12252,12732,0,14856,0
108179,44,2,2,0,0,0,0,1,-1,27600,50860,93225,57955,40723,13808,3293,0,20217,6994,15778,4602,0
36323,51,1,2,0,-1,-1,0,-1,0,24260,13098,13664,13598,6879,13392,4538,3934,3982,4960,1643,1181,0
146127,22,2,1,0,0,-1,6,1,-1,51789,21910,31226,30606,38982,49205,8777,5458,0,11893,8894,10864,0
63292,27,2,2,1,-1,0,0,0,2,12104,23977,0,30478,36833,5180,3986,7534,0,11525,14356,288,1
39309,59,3,2,4,6,5,4,3,0,17103,12531,36092,11869,27166,20720,314,5238,7253,921,6673,10413,1
96622,61,2,2,0,-1,0,-1,0,0,943,13280,21242,13653,20582,45902,0,865,2701,2900,3165,9266,0
14919,22,3,2,-1,0,2,4,0,-1,1100,4692,10820,3267,9476,6489,460,232,966,2266,5111,0,0
16259,48,2,2,0,0,-1,-1,0,0,138,7131,4385,9885,12291,12150,74,1746,254,6158,1626,1191,0
35006,25,3,2,2,0,0,-1,-1,2,12744,14550,10616,33269,10647,0,0,278,4163,21901,4868,0,1
42253,60,1,1,0,-1,-1,-1,0,-1,22214,30804,19413,21543,17695,627,0,2772,4710,5344,3991,24,0
257551,66,2,1,0,0,-1,-1,0,6,131137,172844,40586,131419,191033,76531,0,59275,20361,38212,46839,49767,0
37235,67,1,2,0,0,-1,-1,0,0,11995,20430,23171,878,4660,16400,2061,7294,9201,402,2567,7824,0
35437,53,4,1,0,2,3,5,0,-1,15088,3825,15724,23430,12368,13824,6017,837,9807,1598,633,6648,0
40010,54,3,2,-1,-1,0,4,0,0,23086,10332,26357,35887,15399,30489,7737,0,8582,0,4805,6830,0
131271,71,2,2,0,0,-1,0,-1,0,19828,12985,39998,10466,58934,61837,3451,0,0,943,2303,41052,0
22122,54,2,2,-1,0,0,-1,0,0,4539,6488,6043,8093,4411,0,1732,539,2988,2207,1761,0,0
13498,45,2,1,0,-1,-1,0,0,-1,2628,5201,8722,2258,8872,2146,0,1714,4521,118,0,926,0
209403,61,1,2,0,5,0,0,0,0,103672,119212,17621,73744,97558,133096,31583,55225,5283,5697,28870,0,0
52282,52,2,2,-1,2,2,-1,-1,1,12758,32891,30087,35862,19392,21557,7086,0,13024,0,5351,4613,0
93694,66,2,2,0,0,0,0,-1,-1,46355,34977,52049,11564,20642,11172,0,9106,0,2999,4228,4199,0
97280,49,2,2,0,-1,0,-1,0,-1,29837,23315,36002,58622,50925,38000,0,9215,10228,10291,15557,6987,0
156448,67,1,1,0,4,6,-1,6,5,77931,31911,98427,14058,52147,98564,20566,6841,27112,3029,5883,10047,1
25362,23,3,2,4,5,-1,-1,-1,-1,6352,13945,19553,4204,4436,10277,2244,4640,1787,0,1982,320,1
40836,22,1,1,5,6,4,-1,-1,-1,7905,18510,30959,27439,25757,24594,1294,4017,4633,2732,6928,2166,0
10000,26,2,2,5,0,-1,-1,-1,-1,5017,0,3008,5060,6216,7882,355,0,2559,1771,1830,1900,1
30963,51,1,1,1,0,0,-1,0,-1,19856,16328,25358,9410,6024,25348,1542,7111,13212,3227,979,2283,1
72127,59,1,1,0,-1,0,0,2,0,32435,19149,39810,50855,26455,45450,0,0,6287,8308,3398,11514,1
39157,32,1,1,0,0,0,2,1,5,17976,24445,18927,15661,24526,20859,0,10968,3415,2277,7509,4109,0
19678,29,2,1,0,3,2,0,0,2,1917,11153,9407,4232,8793,15356,0,4887,373,1001,0,3811,0
51038,67,2,2,0,0,-1,0,-1,-1,16244,25873,22163,30773,4266,28160,10501,8378,12892,0,2094,2790,0
143537,61,2,2,4,0,-1,0,-1,-1,92044,121797,93915,101385,31027,66770,1191,5601,46862,28328,13009,9587,1
46872,56,2,1,-1,0,-1,0,-1,-1,12652,5787,18098,14771,14699,8062,6539,2676,3939,0,5016,347,0
19806,47,2,1,0,0,-1,-1,-1,-1,10718,3198,7941,6593,0,1028,1990,1507,0,4503,0,0,0
189930,43,1,2,-1,-1,0,0,-1,0,87418,71561,102372,59160,108021,32464,9109,20691,12392,0,85055,19238,0
36944,22,1,1,0,0,-1,-1,3,0,15288,18264,20042,22392,16879,7351,9294,1935,12907,8168,8026,0,0
160090,31,2,2,0,0,-1,0,-1,0,35114,85349,100841,22791,86902,65066,5472,0,34205,3821,11442,7622,0
39715,69,2,1,-1,-1,-1,0,0,-1,19330,24789,7552,4337,6964,19325,0,11442,1543,833,544,7234,0
53236,39,2,2,-1,-1,0,5,-1,-1,26205,23174,36572,5944,9852,17947,2663,4269,13981,0,1919,0,1
239231,59,1,3,4,-1,0,-1,1,6,119141,85662,96153,120454,129418,23408,24581,27320,0,94528,39722,10042,0
16627,59,2,1,-1,0,0,2,-1,0,4007,11567,3554,1755,14989,6741,216,4414,2052,314,4997,819,0
29625,37,1,2,-1,0,0,0,-1,5,19315,8532,13428,12043,13797,13914,2179,653,4710,2148,4776,1428,1
37750,32,2,2,-1,0,0,0,0,0,7818,9298,21344,19839,8482,24352,0,3020,11228,7297,1123,8467,0
61359,58,1,3,0,0,0,-1,5,6,30825,33186,12252,42999,35485,9169,7037,4305,3055,4399,11463,1205,1
405816,26,2,2,0,-1,-1,-1,0,-1,30667,118360,19291,114400,125100,94502,9626,34168,0,6045,42012,6710,0
24089,47,2,2,-1,-1,0,-1,-1,-1,14741,11328,16058,6746,13094,13055,3661,700,8916,689,2859,10045,0
17267,68,2,2,0,-1,0,0,-1,0,7145,17,10324,4889,4339,4213,194,8,962,0,986,0,0
32461,59,1,2,-1,-1,0,1,-1,0,5674,12638,19355,9867,21302,18825,3639,0,1324,3958,2521,784,0
59024,62,2,1,-1,0,-1,-1,0,6,3127,23390,5166,30293,21030,27721,878,9026,246,4338,4693,6768,0
101732,25,1,2,-1,0,0,0,0,4,26164,61350,13534,33049,60740,34190,3020,7582,8859,2424,25099,8736,0
27842,31,2,2,2,-1,-1,-1,0,-1,11281,10156,5161,18224,9962,11831,2430,3136,0,7938,1068,4511,0
69793,35,1,1,-1,6,0,0,5,-1,28343,31656,32174,47054,14987,49751,10058,0,12046,9975,347,14512,0
325342,36,1,1,0,0,-1,-1,-1,0,103316,89093,119196,128302,209683,175338,5352,24220,0,24823,26784,93310,0
50419,31,2,1,1,2,0,-1,-1,-1,16590,6269,9137,12368,24272,14124,9181,0,2020,4528,2344,0,0
88722,73,1,1,0,6,3,0,0,0,60531,39100,22605,8823,51759,2817,6949,6366,5972,2396,15051,212,1
311035,29,1,1,0,-1,-1,0,0,-1,115679,111609,235852,64351,107345,136417,71223,26725,30108,31479,0,42776,0
19631,59,3,1,6,0,4,-1,0,4,2357,2385,5817,2428,2073,13323,610,0,502,994,472,6245,1
26616,52,2,1,0,0,-1,0,0,-1,4602,13636,17998,4430,11734,17145,1161,3842,1563,432,4098,1823,0
23566,53,3,2,3,2,0,6,0,0,5128,9705,21135,15603,8682,7428,1019,0,5856,9744,2420,0,1
44987,32,1,1,0,-1,0,0,-1,-1,11557,6868,5755,11221,21365,19479,1872,3883,1541,0,0,0,0
11420,37,2,1,3,-1,0,-1,0,-1,3698,4190,3837,3108,8841,0,0,1685,498,2104,252,0,1
54742,53,2,1,-1,0,-1,-1,-1,-1,1777,36280,5469,26717,31596,32502,0,5160,235,12755,12238,2638,0
81635,37,1,1,0,-1,-1,0,0,0,25575,19204,43764,35002,44959,22934,9783,0,22352,15126,0,4125,0
42248,58,2,1,-1,-1,-1,-1,-1,0,1970,24208,5722,29184,15164,16385,377,6430,1583,2795,2501,9031,0
83654,23,1,3,-1,1,-1,0,-1,0,23903,12068,25136,40300,39283,11449,2228,678,5663,8901,0,0,1
42184,24,3,1,0,0,-1,0,-1,-1,23398,5089,9412,32995,9130,5426,9499,1931,3014,14524,1229,1299,0
17104,60,2,1,-1,-1,4,-1,-1,-1,7934,6295,4285,7973,6714,10869,2018,1476,0,2726,1085,2153,0
61753,54,2,2,-1,4,4,1,0,0,28710,27248,11033,24859,29597,21350,9650,10038,4544,5248,11178,7513,0
76635,23,2,2,-1,-1,-1,-1,0,-1,50358,28698,10676,39435,43924,11713,0,13446,2064,13554,16828,0,0
19125,69,1,2,0,6,-1,0,0,-1,7764,12035,4626,617,1514,12931,0,1981,253,0,282,6330,1
221231,21,1,1,0,0,-1,-1,0,0,172224,166362,134374,125303,94335,135204,0,5853,88092,100910,23570,21248,0
18239,72,2,2,1,0,0,0,0,-1,5731,1390,1995,11272,3105,9912,2444,0,260,750,0,2746,0
19720,60,2,2,0,-1,-1,0,-1,-1,3807,7182,9189,12690,15895,14244,817,861,5277,3486,3664,1338,0
57616,74,2,1,-1,0,0,-1,-1,0,39077,40140,15404,4641,35643,32713,4332,8549,3469,188,13039,7948,0
105264,72,1,3,6,0,-1,-1,-1,0,45690,19922,49694,33773,19384,12827,11792,9722,8420,2868,8492,2925,0
91321,37,2,3,0,0,0,0,0,-1,37590,49300,55897,675,22912,34652,12241,0,0,470,14127,9231,0
76787,61,2,2,0,-1,0,0,0,-1,11690,15812,36498,40966,51222,8242,0,2427,0,8603,14263,4031,0
45284,32,1,1,6,-1,-1,-1,-1,0,9450,21070,14519,33069,13273,21196,1388,0,509,15795,0,692,1
37427,46,3,2,0,-1,-1,3,3,3,27833,23088,10457,13489,11193,19522,2399,0,1053,1399,821,4541,0
38050,33,2,2,-1,-1,0,0,0,0,11078,10776,13733,21226,12100,14972,3085,3272,4721,0,4292,3976,0
56353,47,2,2,0,0,0,0,-1,-1,6892,2673,30032,7276,8729,18560,743,561,13374,5566,3566,11719,0
36246,68,4,1,0,0,-1,5,0,0,12649,26545,12938,20307,9012,22404,248,0,6057,0,689,564,0
32730,44,2,1,0,-1,0,0,-1,-1,32308,7469,21495,19886,22234,9709,8084,365,8386,9224,6812,1598,0
25992,25,3,1,3,-1,-1,-1,4,1,4611,5884,12573,8385,10425,2398,1047,157,3447,1606,1643,0,0
11139,38,2,2,-1,1,0,0,0,-1,8085,0,4589,1230,8193,8759,4376,0,57,0,6355,0,0
95235,63,2,2,3,0,0,0,0,-1,84208,42331,47426,28891,67538,34058,21230,15332,5122,0,11359,19670,1
87074,49,1,1,0,-1,-1,-1,-1,0,65770,16525,14206,40768,35131,31619,36363,2772,6325,5128,5396,7168,0
10841,51,1,1,-1,-1,-1,-1,0,0,7824,3778,7046,4368,2191,2679,2545,996,0,0,425,321,0
92459,44,2,1,-1,0,0,0,0,-1,20977,21504,41205,20996,47229,43787,4748,2319,0,3255,4092,10466,0
65778,36,1,2,-1,0,0,-1,-1,5,48394,9427,27072,971,3363,35518,0,3086,0,0,1635,20025,1
32435,53,1,1,0,-1,0,5,0,-1,21134,5785,10120,9739,19756,3450,15800,0,1854,1602,8391,1507,0
21582,55,2,1,0,0,0,-1,-1,-1,3899,11848,13649,1519,16403,8337,635,1474,4583,806,1418,1576,0
28266,69,2,2,-1,0,0,-1,0,0,12394,8731,759,7538,2985,4982,0,2561,156,3396,0,2076,0
32573,54,1,2,0,0,-1,-1,0,0,16797,11245,16437,3376,10591,14178,4268,5054,7568,239,446,6224,0
25906,74,2,2,0,1,5,-1,0,-1,6969,1449,6452,15324,2784,15454,0,105,1076,1679,402,7366,0
133764,65,3,2,0,1,-1,0,0,0,69702,81721,42059,46446,43063,22846,22387,0,15472,27429,2197,0,0
65966,25,2,1,-1,0,6,-1,-1,-1,22755,13341,14632,26458,36271,36723,2370,4512,2317,9118,0,21918,0
249898,42,2,1,-1,3,-1,0,0,-1,154483,165525,223336,149950,107395,63815,0,111498,60319,49874,0,11460,0
58723,41,2,1,-1,0,0,-1,-1,-1,6598,25269,21619,26762,25778,28656,768,3122,11368,20015,5265,7832,0
109085,21,1,2,-1,-1,-1,0,0,-1,47721,33945,51803,14657,41821,50342,19650,0,5090,2060,20927,2817,0
24232,30,2,2,2,-1,-1,0,-1,0,0,12835,17040,6063,8312,3056,0,3033,8910,1174,2200,1462,0
29998,62,3,1,0,-1,-1,0,0,0,12776,2025,15016,15206,1089,12498,2896,737,3529,555,0,0,0
45919,40,2,2,0,-1,0,4,-1,-1,30249,12139,22461,22654,19873,28089,3153,6329,0,0,3432,8412,0
80504,28,2,2,-1,-1,-1,6,0,-1,26123,56213,26012,4967,60515,25411,1077,0,12463,1531,12724,0,1
32982,36,3,2,0,-1,0,5,3,1,7768,7405,16420,21757,23888,16490,1352,0,6710,5798,6213,13660,0
90901,35,1,2,-1,0,0,0,4,-1,37571,47516,50354,27714,15025,18902,10213,7332,31366,5943,0,708,1
88335,30,1,1,-1,2,0,-1,0,-1,64096,57414,66619,14339,20961,38672,0,0,40225,8846,1787,0,0
38473,26,2,2,0,-1,0,0,0,0,13741,10181,2525,21206,10689,24916,4845,0,401,11001,3284,3325,0
49608,62,1,2,-1,0,0,0,-1,-1,19385,29714,38054,33453,37683,15082,0,7993,20235,7925,9563,0,0
28704,65,2,2,-1,0,0,0,6,0,6394,17499,9780,5374,18573,12090,1694,0,3688,952,6496,0,0
116522,47,2,2,6,3,0,0,0,0,80301,93429,45010,11693,8229,80497,22052,28417,13728,7935,2374,0,0
38486,54,2,1,5,-1,0,-1,0,0,22501,13520,13167,16568,19032,20437,10238,0,2653,0,1514,2746,0
89285,70,1,2,0,0,0,-1,-1,-1,42439,25484,42337,1786,22957,16331,12493,9079,0,385,5150,5794,0
43250,66,2,1,-1,-1,0,0,-1,0,21393,16097,29664,20682,13390,3235,5836,10152,12516,0,0,1665,0
160582,22,1,1,-1,5,4,5,-1,0,30972,9634,101747,58022,72416,60199,4520,4256,33859,12929,0,26697,1
10000,72,3,1,-1,-1,3,2,0,-1,8408,1538,3590,7434,2002,1350,1370,389,2198,2454,493,0,1
87452,24,1,1,-1,0,0,0,-1,0,13446,27913,19712,29767,19162,29652,0,4402,0,3337,0,2735,0
12574,22,3,1,-1,1,1,-1,0,0,0,12211,2539,0,4098,8769,0,0,377,0,1631,2524,0
67007,42,2,2,0,0,-1,-1,-1,0,17516,28582,48164,18282,5027,28810,6362,8428,0,7618,2117,20189,0
43597,61,2,2,6,1,-1,0,0,0,8562,11185,21728,27064,20501,3433,1812,2090,7672,88,7257,2049,1
15022,25,2,1,0,-1,-1,0,-1,0,4249,9748,12985,692,2699,3238,79,0,481,45,809,517,0
89911,36,1,1,-1,5,1,2,1,-1,61625,15048,13808,62370,13891,17460,4091,9311,4173,31683,1409,10288,0
58650,35,2,1,2,4,4,-1,0,0,25590,11386,28377,30144,45295,26554,1075,5137,0,484,0,0,1
28519,42,3,1,0,-1,0,0,-1,-1,4606,17417,10424,10244,14142,10547,417,5709,7721,1309,4174,3441,0
45086,74,2,1,-1,6,3,0,-1,-1,28792,6276,9506,10579,21815,27234,6447,1116,0,0,8171,2726,0
78094,38,1,2,-1,0,0,-1,-1,-1,9151,10470,21014,9553,10416,20769,2865,2937,3640,2264,0,868,0
125816,32,2,2,0,0,0,-1,-1,-1,10025,64330,104386,24103,61862,44503,0,22409,13427,10587,8577,10734,0
26685,27,3,2,0,0,0,-1,0,0,14926,3372,21998,6384,11850,1238,5319,726,5623,446,2455,124,0
110241,31,2,2,0,-1,-1,0,0,-1,26183,48288,8988,29775,53396,61967,11594,14229,4229,0,4116,0,0
47573,28,2,2,0,0,0,-1,0,-1,26384,14865,12389,22366,25075,24837,14831,1511,3258,5867,2961,7103,0
193505,51,1,1,-1,5,2,6,0,0,25667,70151,99956,120851,39561,167534,10947,31430,37333,0,16164,21189,0
28430,43,3,1,-1,0,-1,0,-1,0,17194,18528,15859,16406,7822,9942,9871,9476,0,0,1311,3889,0
28765,47,2,1,0,0,-1,0,0,0,7994,17883,20627,18296,10672,11240,1308,2798,5019,0,2251,2069,0
20370,65,2,1,0,-1,0,3,-1,0,6954,11200,18205,0,17145,4511,274,3894,0,0,1931,641,0
47712,52,2,2,-1,0,-1,4,-1,0,0,14602,37510,18787,28443,33849,0,2441,2646,10774,6453,5929,0
36385,29,1,2,1,1,-1,0,-1,4,20063,27886,11116,29617,15426,4177,707,0,4257,22651,5868,0,1
105547,41,3,2,0,6,2,0,3,1,9835,57553,11350,64456,43511,42119,1938,0,2187,17986,9884,5337,0
34183,37,1,1,0,5,-1,-1,0,-1,15869,27247,4147,10608,10627,9345,5402,11051,326,0,0,1564,0
28225,65,2,1,-1,-1,1,2,-1,-1,8955,21487,12599,7120,22758,9967,0,4973,6239,391,9334,1913,0
54621,37,3,2,-1,-1,-1,2,5,0,21014,21333,41402,21004,34063,23940,5764,12790,11503,0,14798,1982,0
88606,28,4,1,0,-1,0,6,-1,-1,58111,46609,60416,27189,44284,63521,4614,10101,4756,3915,10815,23480,0
61584,60,3,2,4,1,6,4,5,3,17156,15785,25605,7538,15314,17145,0,1482,10579,258,4583,7283,1
80039,44,3,1,2,0,-1,4,2,6,23564,28920,10770,62041,24441,39468,14412,0,5164,27523,5902,0,1
64363,26,1,1,0,-1,0,-1,0,4,25610,34156,28322,34572,35751,15649,5755,6106,8707,12957,12399,0,0
32546,58,3,1,0,6,-1,-1,0,-1,5552,24116,6827,3572,15485,9299,1482,0,2518,682,3506,2883,1
171567,32,3,2,0,0,-1,-1,-1,1,115121,80104,88022,60133,7867,66296,6699,2831,2479,16457,3044,5783,0
189513,67,2,1,-1,1,-1,0,-1,-1,34833,102611,79646,120179,60046,141104,18604,0,9799,12804,4482,52419,0
86799,65,2,2,-1,-1,-1,-1,-1,-1,41572,62658,35093,33398,22912,44400,10856,28249,9665,6271,7662,21139,0
166334,40,1,1,0,5,4,0,1,3,81160,16368,30358,75982,109905,57755,9655,0,7849,4423,32819,0,0
97423,51,2,2,0,0,0,-1,-1,0,59124,33900,42160,33010,54025,27917,12634,9598,21591,12784,0,0,0
18680,51,2,2,0,-1,0,0,0,0,4096,14673,7870,10468,10539,9397,2179,1698,2979,0,6244,2334,0
47490,56,2,2,-1,-1,-1,0,-1,0,3747,25255,27976,30266,17352,20297,1464,9033,5757,13322,0,0,0
162335,24,2,1,0,0,-1,-1,2,-1,7815,12446,50403,105281,85220,43574,0,2740,0,0,23733,26720,0
87227,38,2,1,-1,0,-1,-1,0,4,63008,70755,49760,33291,55550,33218,0,17144,4741,16047,31652,5979,1
65225,30,1,2,2,0,-1,3,0,0,43585,4060,44550,16896,11140,38716,7320,1440,5822,4576,2593,0,0
114729,58,3,2,3,3,-1,0,-1,6,33819,23398,12286,55520,27029,2900,0,7871,3570,0,2044,766,1
92218,24,1,1,-1,1,-1,-1,0,-1,28384,46662,13929,25066,21511,17099,2774,17658,5067,0,2952,3325,0
125609,48,1,1,-1,-1,-1,-1,-1,0,25581,97264,101768,78901,86701,27142,5347,19235,22399,31216,0,0,0
92604,60,1,1,-1,5,2,-1,4,2,66785,31332,53117,40695,40745,26508,8969,3528,15830,4622,6713,4453,0
52905,72,3,2,0,1,1,3,0,1,28564,29636,8247,17788,18538,34552,13435,0,1034,4088,1654,1315,1
56019,36,3,1,-1,6,2,6,6,1,29222,24245,22546,32990,28815,30186,5538,0,6470,9113,12862,4487,0
194116,21,1,1,0,4,4,-1,0,-1,118693,93726,108793,39519,99157,109474,32802,5598,1369,10177,20415,28780,0
215439,60,1,1,-1,-1,-1,0,-1,-1,135322,25391,121905,95842,48653,133696,0,1516,28431,4218,0,0,0
34170,21,2,2,0,-1,0,0,0,-1,119,24022,14270,11296,19475,6755,31,1964,6869,2106,1157,3856,0
91206,24,1,2,0,-1,-1,0,-1,-1,42820,37330,22860,31310,15366,55180,18254,12256,14412,7777,5172,4799,0
135510,74,2,2,-1,0,-1,-1,0,0,26791,43417,111842,42364,61429,64547,0,32777,14966,26040,41195,44495,0
61773,67,1,2,-1,0,-1,-1,0,-1,12470,25700,35319,7198,13041,27426,6050,6218,19911,1883,1256,11684,0
17203,59,2,2,-1,-1,0,0,0,0,8902,9941,2950,1425,12438,9095,941,0,794,458,2392,6257,0
23696,66,2,1,0,4,-1,0,-1,5,14297,0,693,9804,3832,4179,7006,0,407,0,0,1081,1
25042,25,2,2,1,0,0,0,-1,0,9876,10058,17273,11240,10064,6640,491,3798,4818,0,2489,0,0
33977,25,2,1,-1,-1,-1,-1,-1,0,14944,6455,22969,14274,14344,13732,2257,2009,11514,3646,1740,3938,0
37778,37,1,1,0,0,-1,-1,-1,-1,11380,6138,11137,18501,16983,15119,7878,1737,1356,5592,7295,5598,0
156335,22,1,2,-1,-1,-1,-1,-1,0,71847,101623,37350,62240,93891,58222,13314,23953,7775,24930,49686,39531,0
54995,68,1,1,0,0,0,-1,-1,0,38050,26994,20081,25535,11138,9555,0,4339,5419,2377,3156,3369,0
188217,24,1,2,-1,-1,0,0,0,-1,110897,85025,108243,115738,154778,32999,47387,21055,47178,16125,24892,2504,0
13892,50,3,2,0,0,0,-1,0,0,0,8732,7987,4499,9003,4063,0,1560,5223,2213,1552,0,0
51731,67,1,1,0,0,-1,0,-1,-1,26347,23525,3015,2776,32648,35704,0,15129,1303,292,6087,3632,0
74599,60,1,1,0,0,0,0,0,0,18110,14837,26033,26420,31481,16377,0,3740,9758,12605,4408,7176,0
131268,33,1,2,-1,0,-1,0,-1,-1,76640,40276,64861,55656,44211,9237,19918,5351,0,26519,0,3024,0
122381,46,2,2,-1,0,-1,-1,0,0,29184,38901,39568,27228,34266,38451,18862,4628,20716,5571,11908,18398,0
22307,50,3,2,-1,0,5,0,6,5,18229,9014,19471,7913,3300,14510,984,701,6304,2219,356,8030,1
108524,62,2,1,0,0,0,0,-1,0,25648,18784,45306,51962,83777,47675,5662,0,0,20598,0,15456,0
12765,44,2,2,0,0,3,0,-1,-1,3009,8193,4004,2251,4625,8110,863,3007,50,1243,1312,2603,1
98426,36,2,1,-1,0,-1,0,-1,-1,32838,59290,30294,60922,35926,89987,7724,14996,14102,0,25111,21545,0
16766,63,2,1,0,-1,2,0,0,0,7710,5378,10314,4839,5896,7700,1718,358,1895,1468,0,1250,0
49052,68,3,2,4,3,0,4,3,4,16198,14896,20077,11637,28569,17530,2603,3112,1113,2217,8162,0,1
120976,47,2,1,0,-1,-1,-1,-1,-1,38145,77827,56026,27439,26018,27268,8482,4275,20433,1744,9421,10004,0
139560,22,1,1,0,0,0,0,1,6,62813,45622,29713,9680,40411,46444,0,3326,9196,3038,14966,7563,0
13209,48,2,1,0,0,0,0,3,-1,13209,3115,7135,7376,4188,4888,2623,170,2090,0,225,891,0
47987,69,1,2,3,0,0,0,1,0,12944,12314,27518,9556,33164,5121,3952,3533,2507,1570,0,1016,1
121785,74,1,2,0,-1,-1,-1,-1,0,67799,34533,60248,69550,17830,28279,24926,15835,3832,0,319,4137,0
59513,42,3,2,0,0,-1,-1,5,2,37692,18425,31379,22516,25739,36608,7874,1661,2681,8931,3848,610,1
85580,29,1,1,1,-1,-1,-1,0,0,13163,40496,48882,13599,41628,19766,3501,2546,0,784,3127,0,0
